customer_id,revenue,number_of_orders,recency_days,ClustID
27641,887,10,265,0
9446,1243,9,301,0
25001,731,10,293,0
23519,1174,11,414,0
34369,1073,10,276,0
28886,891,10,343,0
1890,1130,10,301,0
27805,1119,12,311,0
29188,1070,10,313,0
12266,820,9,245,0
35608,976,8,412,0
38761,692,8,293,0
11293,966,8,479,0
8016,948,10,263,0
7143,866,9,495,0
23847,1004,11,254,0
12984,1023,8,255,0
17653,1302,12,270,0
15351,1049,9,504,0
30791,764,10,257,0
35182,741,8,320,0
23427,750,11,549,0
19692,1128,10,417,0
8843,1126,10,506,0
10248,1277,12,262,0
38203,1145,11,325,0
1229,1071,8,253,0
15285,1018,12,240,0
22864,747,9,254,0
9341,1249,10,245,0
7272,709,8,303,0
25116,1048,8,310,0
17863,736,10,253,0
339,917,9,489,0
14850,739,10,243,0
26451,1061,11,431,0
19410,1023,9,257,0
14442,741,9,423,0
1013,816,7,345,0
26807,1104,11,277,0
26507,1045,10,259,0
18904,893,10,337,0
5030,1107,10,269,0
2272,1230,12,317,0
23399,1104,12,305,0
25367,1182,11,489,0
28827,861,10,294,0
607,983,8,281,0
35953,911,9,429,0
12711,774,10,316,0
5899,795,10,255,0
20872,1219,12,405,0
15066,930,11,260,0
18909,1046,8,453,0
6654,1289,12,253,0
5405,1106,9,390,0
25508,685,10,274,0
11185,791,10,305,0
6706,1092,11,330,0
36511,792,9,429,0
37006,1270,11,394,0
18873,920,9,480,0
15469,988,13,353,0
3303,731,10,251,0
10449,1268,12,354,0
12335,1285,15,472,0
25105,728,8,316,0
25982,1122,10,250,0
22571,735,10,229,0
10900,695,10,288,0
5919,903,8,321,0
17197,1212,13,281,0
27192,966,9,466,0
34186,718,10,448,0
22572,999,10,402,0
29273,993,8,302,0
9669,741,11,375,0
38356,931,8,312,0
9362,1095,11,471,0
2799,722,9,343,0
9748,879,9,395,0
32284,1282,10,310,0
28476,1003,11,239,0
3065,1280,13,480,0
1485,863,9,418,0
18508,995,12,249,0
2513,936,11,392,0
9822,869,9,233,0
32862,824,8,345,0
14839,1064,12,305,0
8061,867,9,463,0
38577,852,10,273,0
9906,1073,9,269,0
5494,1017,14,282,0
9527,831,8,303,0
23186,1268,12,310,0
2044,956,8,310,0
31416,751,10,239,0
23,933,11,279,0
27787,911,8,441,0
26660,1348,13,325,0
6488,1140,12,262,0
2729,758,9,292,0
25867,969,9,340,0
30635,759,11,270,0
7232,1379,13,376,0
8312,836,8,306,0
10386,1193,11,234,0
29224,904,11,454,0
24366,737,10,239,0
36902,1134,11,341,0
10987,876,10,364,0
18530,1094,11,377,0
23993,1024,9,390,0
30929,868,10,229,0
7350,1142,7,318,0
17111,1385,11,260,0
39343,921,10,341,0
31485,1016,8,347,0
35961,719,8,308,0
21693,1172,12,264,0
1042,968,12,415,0
34923,1164,10,328,0
635,1010,10,357,0
22526,1305,11,482,0
17761,1140,11,509,0
19462,960,11,356,0
772,977,9,435,0
29781,1111,9,391,0
32661,774,10,235,0
9754,1070,9,237,0
26130,887,10,228,0
22348,1126,12,348,0
25665,773,10,310,0
31598,1261,10,466,0
23685,655,10,320,0
33847,842,10,370,0
3547,1187,12,249,0
32591,735,9,259,0
1380,879,9,328,0
13209,1021,10,400,0
23701,973,11,285,0
17788,685,10,361,0
31272,847,9,401,0
23527,948,10,231,0
5886,1273,12,286,0
24407,1099,9,257,0
39857,915,9,372,0
38490,896,7,364,0
9468,972,7,395,0
10005,800,8,274,0
39553,961,9,380,0
5206,1149,13,313,0
39543,792,8,320,0
22440,674,8,304,0
34524,1069,13,380,0
10181,838,9,407,0
26100,895,9,339,0
16253,770,8,315,0
23441,903,7,273,0
1921,1254,13,405,0
39267,859,10,271,0
2898,908,7,352,0
26323,1163,13,455,0
14112,1088,11,311,0
17877,961,11,264,0
6663,876,10,324,0
34926,826,9,248,0
3797,786,9,246,0
32321,754,9,258,0
13945,1314,9,247,0
29088,1060,12,294,0
23146,838,10,243,0
37159,958,9,440,0
38635,1276,11,342,0
8337,913,8,281,0
24909,672,11,328,0
19597,930,10,248,0
3161,678,8,295,0
9737,1089,10,286,0
36413,1087,11,264,0
10162,886,9,489,0
1652,1324,12,330,0
37457,837,9,495,0
39433,1034,9,365,0
30115,712,10,282,0
31284,971,9,237,0
35675,1294,10,339,0
20389,956,7,264,0
34986,1087,8,418,0
20404,917,9,225,0
29240,871,11,452,0
10255,1065,9,350,0
2071,1051,10,493,0
27801,1222,11,330,0
37544,760,8,273,0
24451,1184,12,522,0
11758,1166,9,453,0
28503,1054,12,269,0
20734,925,10,322,0
11665,1127,13,279,0
13420,851,11,555,0
975,839,9,335,0
22321,1117,12,432,0
18384,857,12,285,0
16821,921,8,268,0
19221,1116,11,495,0
25459,1068,11,255,0
17193,1196,12,376,0
19969,997,10,349,0
3865,1207,13,255,0
5349,776,9,255,0
35820,687,9,286,0
11417,845,8,278,0
38984,969,12,330,0
2656,884,8,311,0
13242,1200,7,454,0
2628,1279,12,272,0
28619,705,8,310,0
32052,1139,11,386,0
6795,1289,13,494,0
38421,900,11,378,0
12543,1246,10,469,0
21704,886,10,251,0
21352,1036,9,307,0
9022,1375,10,458,0
5047,1435,13,411,0
36999,1151,10,524,0
28443,979,9,405,0
30491,984,11,456,0
3291,668,9,373,0
3890,927,13,344,0
19679,765,9,281,0
21165,1003,8,297,0
15921,1378,14,402,0
2737,1286,12,389,0
13536,821,9,416,0
35914,792,8,391,0
7667,1119,13,276,0
25837,1034,11,295,0
9738,889,8,332,0
9950,1311,13,378,0
1840,974,9,256,0
3649,1140,11,444,0
13189,797,10,259,0
28072,1250,11,490,0
21739,1298,14,484,0
23125,1064,11,352,0
23534,680,10,257,0
29507,878,8,252,0
19131,1688,12,474,0
39045,927,8,450,0
7965,970,12,306,0
30355,1064,8,494,0
16376,929,9,269,0
22772,1267,12,317,0
29244,1097,10,442,0
12406,986,12,272,0
15394,1133,12,267,0
1463,755,9,368,0
32752,1025,11,478,0
28262,785,9,429,0
12096,1008,14,271,0
4930,848,12,428,0
15010,918,11,368,0
37229,773,7,328,0
35707,1056,9,303,0
17540,932,12,243,0
9255,801,10,353,0
30161,802,11,450,0
30554,968,12,315,0
30810,777,9,457,0
9675,828,11,249,0
2236,908,10,392,0
14790,1154,13,315,0
18,921,10,447,0
28203,854,10,336,0
30740,997,8,425,0
30093,445,11,298,0
32020,1224,11,348,0
13126,872,10,281,0
21295,874,10,436,0
17440,1057,7,228,0
28029,937,9,499,0
7815,795,8,275,0
2511,1107,9,426,0
32769,1141,11,487,0
28688,816,11,285,0
37846,684,9,354,0
12571,930,7,269,0
17442,1308,13,355,0
18963,899,9,480,0
35420,692,8,293,0
5873,1204,11,354,0
27472,996,10,377,0
32786,952,13,299,0
19179,1008,8,448,0
3752,1250,12,283,0
5126,1230,11,433,0
4087,807,7,319,0
6250,1112,11,356,0
33518,908,10,275,0
15086,895,7,274,0
8452,1012,13,288,0
39854,1035,10,305,0
684,1387,14,450,0
13408,1258,10,323,0
27669,796,10,279,0
10077,935,9,359,0
15015,1359,15,467,0
29473,787,10,282,0
19394,796,9,384,0
35262,1160,11,401,0
12268,833,10,449,0
28675,1230,11,245,0
20116,886,10,314,0
26482,681,9,327,0
23095,1220,13,322,0
1982,918,13,431,0
7420,1120,12,358,0
12616,882,9,419,0
15239,944,11,247,0
143,908,11,246,0
16545,865,7,292,0
15514,666,9,362,0
9560,696,10,348,0
18686,938,11,245,0
17036,1346,11,310,0
16410,1032,9,474,0
14436,1030,6,327,0
25751,949,10,367,0
8772,1282,11,288,0
21587,709,9,296,0
3232,1001,9,228,0
11695,780,8,388,0
6308,1172,8,452,0
30795,867,11,404,0
22687,1061,9,431,0
23737,1046,10,233,0
26287,1318,11,360,0
9514,901,9,265,0
19565,910,12,247,0
491,1243,12,240,0
29841,1037,10,452,0
27537,1003,8,257,0
39539,701,9,405,0
11696,1051,9,378,0
29343,864,8,246,0
29115,821,9,232,0
3119,1042,12,452,0
17028,872,9,227,0
4860,790,9,381,0
28805,860,10,230,0
37243,963,8,304,0
12331,883,9,288,0
27193,757,9,252,0
22989,1081,13,410,0
57,1041,9,486,0
32542,945,11,480,0
8592,1063,9,414,0
35812,851,9,429,0
29581,806,10,471,0
3888,965,13,272,0
32310,1399,12,409,0
20270,956,10,320,0
640,854,7,288,0
652,784,10,371,0
25962,864,10,282,0
38940,1299,11,343,0
35429,718,9,283,0
34810,863,10,235,0
18558,978,9,370,0
28935,1009,11,235,0
18252,971,9,504,0
1578,774,9,265,0
10107,751,8,339,0
24740,759,10,453,0
21962,1164,12,238,0
12511,1122,13,346,0
37705,1010,11,258,0
21973,1248,13,419,0
11793,1197,9,279,0
13221,1244,14,348,0
16249,1095,11,259,0
22892,998,9,389,0
15663,1077,11,349,0
37122,673,9,350,0
30817,897,11,231,0
30410,1301,15,451,0
24175,778,8,385,0
5075,709,10,305,0
5314,1115,9,480,0
4948,1129,11,253,0
37345,790,9,309,0
2912,850,8,260,0
11231,810,9,258,0
18605,1045,10,462,0
12002,926,8,334,0
30297,817,10,293,0
6385,798,11,373,0
34622,897,13,245,0
29710,888,7,355,0
9130,905,12,316,0
26231,1134,10,245,0
29571,901,10,245,0
3534,1139,9,369,0
26549,1089,8,390,0
38556,1226,13,283,0
13955,738,10,289,0
15863,1109,11,412,0
32098,789,11,237,0
28618,708,11,308,0
18591,1346,12,430,0
36495,909,10,447,0
39832,1104,10,304,0
31158,824,8,319,0
18250,1292,12,329,0
18311,856,10,265,0
33874,842,8,271,0
24672,918,9,333,0
8736,733,10,479,0
38551,934,10,480,0
20159,873,9,257,0
38950,1100,8,248,0
8248,1174,12,273,0
33360,978,11,425,0
22986,1125,11,258,0
30896,1074,12,315,0
17281,1181,14,416,0
22811,884,9,289,0
30105,682,9,392,0
31015,1262,11,447,0
31877,873,10,387,0
8251,1099,9,364,0
37916,835,9,254,0
22909,897,8,340,0
19004,750,8,308,0
38438,1101,9,315,0
31674,899,11,244,0
12390,1227,10,391,0
23163,854,9,405,0
38152,881,11,319,0
26546,976,12,366,0
17739,1286,12,317,0
23062,1276,12,367,0
13175,905,10,246,0
37851,947,11,487,0
26002,1201,12,247,0
25380,880,10,413,0
35406,892,8,453,0
21103,1269,10,320,0
4395,741,8,339,0
23152,1043,9,452,0
3860,922,12,284,0
26405,873,8,285,0
35556,1008,11,361,0
37263,957,8,483,0
13165,1285,12,502,0
18722,1109,9,239,0
12148,978,12,267,0
8587,1082,12,330,0
39962,1199,10,492,0
14145,1567,13,396,0
25773,593,10,352,0
25408,810,8,316,0
5001,1109,12,391,0
27148,1344,10,606,0
37978,1062,9,488,0
2428,693,9,310,0
13975,998,10,516,0
11963,987,10,305,0
8027,782,10,426,0
27134,712,9,427,0
13057,1250,12,502,0
19240,1124,8,277,0
21313,1364,13,477,0
28821,785,9,336,0
14912,975,14,291,0
33092,1383,10,293,0
36215,1199,12,272,0
21807,1159,12,261,0
16317,1067,13,325,0
15133,1049,7,421,0
23063,840,10,389,0
20627,1117,13,294,0
16689,931,8,464,0
27543,911,9,462,0
13271,1088,11,255,0
2885,899,12,479,0
14454,1282,14,324,0
689,1150,12,429,0
19385,1575,14,411,0
6991,917,14,338,0
36803,1169,12,244,0
3470,877,11,245,0
31475,1030,7,422,0
19763,883,11,425,0
3008,1062,8,454,0
21000,982,9,441,0
13454,1210,12,339,0
20843,1044,11,292,0
36145,1202,11,304,0
28135,1601,14,414,0
10439,1017,9,387,0
13637,890,9,403,0
31825,1041,12,290,0
7151,1093,11,253,0
1307,1012,14,266,0
31056,831,11,236,0
16151,1167,11,272,0
30107,1164,12,327,0
2884,814,9,392,0
31630,654,9,373,0
28534,1227,14,338,0
29843,934,9,378,0
17479,692,9,352,0
30572,956,9,276,0
7905,1028,7,233,0
24163,1216,12,331,0
6148,1088,11,394,0
37960,1108,10,501,0
14214,824,8,419,0
23147,1178,13,267,0
32047,933,10,225,0
28479,763,9,375,0
16893,724,9,431,0
12248,1088,10,246,0
21122,1623,12,465,0
17147,1170,10,310,0
16869,880,9,383,0
18777,1099,10,348,0
11685,755,9,306,0
32716,1315,10,272,0
24859,852,8,332,0
5637,1042,9,418,0
9230,1224,12,244,0
3789,957,10,228,0
11537,905,9,232,0
3304,1163,12,384,0
38389,786,9,268,0
18637,1004,13,455,0
37053,1062,12,530,0
12617,1015,9,390,0
1651,895,10,229,0
36611,753,12,260,0
31242,912,9,231,0
9048,1015,10,267,0
32500,531,10,296,0
32600,830,11,411,0
25381,1227,11,248,0
21827,786,9,254,0
6403,964,13,409,0
21984,1121,11,424,0
10970,1128,10,475,0
35569,779,7,320,0
39682,754,11,318,0
19014,834,10,349,0
34565,798,10,254,0
38189,1124,12,574,0
38868,916,11,465,0
15405,1062,8,477,0
21264,636,11,332,0
4210,1029,10,249,0
35088,1126,10,281,0
21932,889,9,329,0
10419,943,11,270,0
13308,782,7,295,0
24429,1028,10,294,0
29474,1374,13,341,0
31388,773,8,372,0
1326,1018,11,437,0
4215,1053,11,455,0
8558,998,10,243,0
32961,768,10,253,0
2,1230,11,467,0
10307,1061,11,415,0
32815,985,12,476,0
9185,1047,9,330,0
17454,863,10,335,0
13819,780,8,269,0
23203,975,11,448,0
17255,718,12,336,0
4997,950,11,294,0
27561,1082,13,317,0
34508,962,10,469,0
18717,972,10,501,0
2489,749,8,365,0
26618,1017,8,516,0
14496,1034,12,302,0
2004,1187,13,267,0
8675,1134,11,247,0
27004,1084,9,353,0
885,1312,11,248,0
13598,912,10,263,0
774,1073,14,331,0
993,1149,11,472,0
21523,1023,10,254,0
14596,695,9,297,0
37577,762,8,300,0
20340,892,8,378,0
15935,914,9,233,0
34679,870,9,435,0
38412,862,11,403,0
37296,1029,10,365,0
12161,1116,12,370,0
34095,993,10,421,0
7087,1163,12,275,0
26994,813,8,268,0
10037,1131,9,425,0
18994,1088,8,363,0
28242,1177,9,236,0
12499,877,8,339,0
14960,1009,13,417,0
8806,1078,14,288,0
23108,912,11,434,0
18321,1132,9,380,0
26237,630,9,282,0
9461,1220,14,400,0
24775,600,9,323,0
26029,811,11,300,0
7502,760,10,426,0
13771,978,9,498,0
22854,831,8,265,0
4224,1236,11,260,0
15603,838,9,267,0
20678,625,11,367,0
22156,1110,10,463,0
16296,1139,9,229,0
12823,875,7,302,0
29063,901,12,499,0
30130,633,8,310,0
18840,914,10,413,0
25544,803,9,328,0
24122,914,9,475,0
3842,821,8,291,0
18049,1209,13,355,0
7733,809,13,243,0
3321,790,9,269,0
31679,1409,12,362,0
37514,737,9,264,0
542,890,8,309,0
22114,741,9,407,0
14386,861,9,236,0
22365,749,9,304,0
38505,1052,11,432,0
6109,772,9,447,0
4487,1121,10,252,0
35416,996,12,273,0
31046,1097,12,417,0
32064,919,9,244,0
9996,905,10,413,0
20100,1053,11,282,0
30727,750,9,358,0
35664,1197,9,297,0
1440,1157,13,435,0
6450,676,9,392,0
20972,689,9,295,0
19736,813,7,292,0
35357,924,8,408,0
31303,832,10,244,0
31120,1080,9,333,0
13487,1191,8,322,0
14916,1225,12,393,0
7353,660,10,307,0
21302,1000,11,294,0
26823,856,8,413,0
7562,1209,12,320,0
14490,852,8,266,0
14285,954,10,429,0
16968,1142,9,248,0
8199,931,10,480,0
9764,1133,11,249,0
14312,968,11,342,0
23136,1013,9,478,0
9777,1083,11,314,0
34405,885,9,437,0
4273,924,11,231,0
28953,902,11,346,0
26837,855,8,256,0
24743,1262,9,266,0
14001,1583,12,409,0
17826,1011,9,427,0
5290,1000,9,431,0
27482,938,9,524,0
37173,809,8,349,0
10874,1200,11,421,0
39474,1589,13,430,0
22587,1046,10,257,0
26099,859,10,455,0
29381,1197,11,498,0
18463,784,8,342,0
14492,929,8,236,0
10858,923,8,350,0
34319,801,11,247,0
9627,753,8,294,0
3043,1390,14,359,0
8451,632,11,254,0
33806,1224,12,290,0
17411,1218,11,246,0
29290,1118,12,286,0
2058,1097,9,322,0
16804,791,10,249,0
6833,1146,9,399,0
32318,698,9,410,0
30537,827,11,454,0
14293,886,9,495,0
2363,1042,9,253,0
28658,1040,13,482,0
23498,711,8,347,0
14033,1341,11,374,0
29834,1342,11,254,0
20303,1059,10,280,0
33059,862,9,225,0
27183,988,9,252,0
5017,993,8,293,0
12679,1028,9,243,0
875,1203,13,431,0
13529,870,7,368,0
4519,775,10,262,0
20287,1150,12,418,0
14274,909,9,239,0
23558,1001,7,450,0
29580,1115,11,287,0
33713,1185,13,397,0
829,825,9,403,0
26472,1266,13,333,0
1076,1111,10,486,0
22757,861,9,326,0
13814,1099,9,301,0
14669,1142,10,244,0
31339,1138,8,246,0
3062,1127,11,388,0
31891,668,9,401,0
35340,825,11,234,0
32741,811,7,291,0
38290,1137,7,232,0
33551,807,9,447,0
6617,1247,12,320,0
25535,815,8,269,0
27077,865,9,347,0
7047,806,9,344,0
39036,808,9,306,0
24302,1296,11,268,0
30011,1572,13,410,0
32536,945,8,229,0
32776,706,11,282,0
35735,863,10,424,0
3277,913,9,238,0
17487,1040,9,255,0
34576,1155,10,369,0
16441,1422,14,357,0
7641,1033,10,370,0
5862,851,10,456,0
22004,1454,11,354,0
9393,1016,8,273,0
31429,1370,10,338,0
35896,997,10,243,0
10656,960,9,276,0
38850,732,8,323,0
23194,993,10,297,0
18616,939,9,258,0
38527,988,9,276,0
35935,810,8,282,0
9431,1284,10,256,0
2844,850,9,477,0
31436,678,9,404,0
39830,984,11,324,0
4954,1098,12,467,0
39733,1025,8,331,0
17174,1057,9,238,0
28997,1257,13,490,0
1394,1267,12,276,0
5006,775,8,308,0
33635,1196,12,251,0
12651,810,10,389,0
39396,969,12,241,0
16168,966,9,357,0
19939,808,10,444,0
36439,1157,9,250,0
27327,1163,11,261,0
31567,794,10,303,0
23771,1000,9,391,0
12888,1251,11,414,0
1598,1472,11,267,0
28406,770,8,343,0
29279,1079,11,310,0
14497,998,8,245,0
21975,1041,10,260,0
23708,1121,10,387,0
24919,1075,10,458,0
37999,1018,9,303,0
27725,1193,12,285,0
16159,1001,10,304,0
17082,1404,12,372,0
16493,849,8,258,0
16147,1154,9,225,0
19431,1019,13,267,0
31669,1106,8,494,0
5327,774,9,446,0
6411,750,9,420,0
1517,780,12,239,0
5687,965,11,241,0
7064,843,9,296,0
38746,831,9,233,0
9897,1022,9,280,0
38346,1140,12,244,0
3545,826,9,452,0
38619,1194,13,257,0
22264,980,8,367,0
3205,955,10,456,0
21236,1334,9,521,0
27750,885,10,253,0
25750,870,9,280,0
27398,762,10,342,0
15949,674,9,376,0
32784,1011,8,289,0
23606,1140,12,477,0
29852,732,8,335,0
13426,847,9,412,0
6145,878,9,302,0
976,1252,8,280,0
6752,1011,10,403,0
28902,746,10,267,0
19855,976,10,253,0
2840,960,11,356,0
34775,1391,12,343,0
22064,633,9,348,0
23324,1174,12,331,0
29908,935,8,461,0
35013,701,8,330,0
38725,967,8,315,0
36133,925,10,425,0
7128,870,11,426,0
12987,1122,13,245,0
38978,1189,11,258,0
33349,1303,11,244,0
33234,1055,9,425,0
26144,1127,12,317,0
38766,1378,12,370,0
29948,1092,10,250,0
13042,967,12,407,0
18579,1135,8,424,0
26114,974,11,291,0
24446,1008,15,319,0
35640,1404,11,372,0
17474,1256,11,398,0
23565,1240,8,278,0
5433,1193,10,387,0
25229,1232,12,272,0
5277,675,9,320,0
15502,1120,9,420,0
6151,1401,10,424,0
32402,849,13,429,0
37240,874,10,230,0
23711,1146,11,290,0
3594,1191,9,255,0
36235,1069,10,287,0
2064,1362,10,402,0
33555,768,9,359,0
34015,1090,12,265,0
29920,972,8,387,0
36492,940,13,306,0
34948,1036,10,263,0
15076,1091,11,447,0
39993,831,9,426,0
34607,816,9,350,0
18514,797,9,328,0
35641,974,8,223,0
13431,824,8,344,0
21873,873,11,413,0
35252,1131,12,377,0
28765,688,10,363,0
30033,1001,12,342,0
36851,1123,10,380,0
33177,1194,11,260,0
16623,725,8,291,0
27202,1096,9,244,0
38066,1263,14,403,0
29886,963,11,460,0
26098,795,9,239,0
7096,1271,10,309,0
3237,734,10,305,0
4298,1105,13,333,0
29275,1261,11,264,0
23375,798,9,371,0
4168,730,9,266,0
34582,1056,9,327,0
12071,936,10,417,0
36161,1012,7,331,0
38716,1167,11,376,0
2249,1160,10,442,0
4370,835,11,249,0
24203,687,9,297,0
1346,736,11,318,0
30347,785,10,232,0
2091,789,9,284,0
12977,882,9,225,0
2553,749,9,301,0
35028,743,8,281,0
17655,938,9,250,0
35774,994,9,455,0
35087,1065,11,364,0
14022,959,9,347,0
31135,1038,10,276,0
24106,1107,12,397,0
32269,1177,13,365,0
10104,1158,12,251,0
224,1141,10,330,0
18336,794,10,258,0
20049,1338,10,386,0
24699,842,8,316,0
13847,824,14,286,0
249,783,9,241,0
14093,1056,12,257,0
9220,750,8,336,0
35629,670,10,389,0
36819,836,8,294,0
33920,955,10,484,0
18978,1305,9,237,0
24310,835,9,301,0
28911,809,8,412,0
13429,700,11,235,0
5293,783,9,321,0
33471,1134,9,257,0
12006,1206,11,235,0
6257,1233,9,240,0
27625,892,11,247,0
22834,827,8,373,0
16032,1259,10,400,0
22332,863,10,462,0
5527,848,10,342,0
9299,867,10,275,0
17505,825,10,245,0
6710,1008,9,226,0
5106,1301,11,239,0
26154,742,10,372,0
9265,772,9,354,0
24279,1121,12,340,0
9633,1246,10,232,0
39126,647,9,301,0
18347,921,9,245,0
33155,1030,9,247,0
11398,1044,8,479,0
5107,882,9,298,0
35216,1041,10,234,0
18452,1242,13,302,0
27223,798,8,408,0
17234,1378,14,378,0
17204,897,11,324,0
20642,1467,15,443,0
1012,898,8,259,0
24017,1269,11,407,0
6595,1366,9,350,0
23228,1073,10,550,0
33062,1022,9,531,0
32853,1402,14,400,0
31829,884,9,238,0
36382,810,7,296,0
9826,1050,10,421,0
33465,902,10,425,0
39057,966,10,259,0
23560,989,10,297,0
9757,1192,11,468,0
18987,1041,12,356,0
18653,867,9,305,0
23270,1378,12,359,0
37203,999,8,266,0
1223,1307,13,394,0
31217,986,10,408,0
8315,1233,15,390,0
39251,767,8,327,0
19505,1185,11,506,0
3324,867,10,316,0
37778,732,8,282,0
32709,1172,11,395,0
32184,1076,10,418,0
14733,873,8,423,0
38373,1255,12,365,0
10342,1265,10,518,0
11724,797,8,324,0
39764,1060,10,414,0
22889,1055,12,306,0
9978,987,12,427,0
23682,856,9,224,0
31640,924,9,421,0
22697,928,9,431,0
9105,803,9,292,0
20670,770,7,310,0
11733,1129,10,430,0
4888,899,12,242,0
23331,935,9,265,0
21079,1475,12,395,0
20989,880,10,294,0
7702,1294,9,409,0
9977,1054,10,415,0
29217,1009,11,314,0
13740,678,10,348,0
15629,940,11,294,0
15884,993,10,351,0
165,963,10,371,0
28521,843,8,304,0
33831,964,8,304,0
32843,814,9,245,0
2523,963,8,280,0
12247,1182,12,251,0
13309,1038,8,372,0
20728,762,8,295,0
12635,1005,10,333,0
34157,842,11,418,0
6793,863,10,241,0
2649,700,9,304,0
22635,820,8,271,0
591,931,9,520,0
23342,977,11,251,0
21592,1048,9,330,0
17964,915,10,283,0
14210,1506,13,348,0
5900,1240,12,254,0
10183,800,11,246,0
6723,738,10,441,0
23416,1048,11,395,0
34179,817,10,294,0
22006,1094,9,397,0
3032,750,10,389,0
13782,1223,13,300,0
15932,941,8,276,0
4192,639,9,376,0
13204,798,10,310,0
7749,1093,10,312,0
27186,738,9,385,0
28900,1112,13,276,0
1742,916,9,424,0
14143,700,9,368,0
2997,730,9,263,0
5634,913,10,246,0
7392,776,7,326,0
18573,1238,12,485,0
30965,1415,12,383,0
37332,1364,13,401,0
1321,909,10,301,0
13996,822,10,265,0
11646,1186,11,437,0
37164,1309,12,306,0
32599,665,9,303,0
19664,957,9,340,0
1208,962,12,307,0
2101,800,11,233,0
3136,892,11,405,0
24390,1129,10,243,0
35178,915,10,273,0
23882,1270,11,470,0
16108,1007,11,266,0
27711,872,10,266,0
25152,968,10,384,0
12688,923,10,225,0
14140,804,11,246,0
6594,1044,9,429,0
26133,1570,12,413,0
10093,1037,12,355,0
1746,842,11,297,0
360,1351,13,469,0
2137,942,10,263,0
9772,1074,11,292,0
30229,755,7,306,0
10196,1077,10,326,0
20761,717,10,242,0
29349,723,9,369,0
14419,817,8,406,0
1306,848,11,383,0
21333,770,7,320,0
25150,1281,13,565,0
21736,1097,11,283,0
17441,1101,12,274,0
39324,1016,8,474,0
34525,669,9,392,0
16953,1296,10,466,0
27707,1005,10,503,0
21018,1220,12,513,0
11320,952,9,227,0
38194,1257,12,442,0
38163,1006,11,276,0
5750,654,8,323,0
30939,1072,9,269,0
24630,978,7,288,0
11700,935,10,295,0
4987,1536,12,460,0
21252,678,8,298,0
9104,766,11,312,0
5095,750,10,390,0
10482,863,10,362,0
15942,994,11,344,0
9820,812,8,408,0
4270,815,9,293,0
31856,1113,10,524,0
35146,1142,14,272,0
22602,933,9,300,0
36357,790,9,266,0
16907,1341,12,397,0
33323,774,11,260,0
10639,1259,11,350,0
33989,946,8,384,0
1771,784,11,283,0
4731,805,9,363,0
3757,1081,10,328,0
13306,1246,12,341,0
17298,775,9,419,0
9035,876,9,311,0
4958,1242,10,247,0
26179,953,8,408,0
26677,994,8,298,0
2127,950,12,305,0
8841,959,9,243,0
6451,935,7,321,0
31946,1152,10,532,0
7645,1021,11,378,0
33170,1061,8,253,0
23391,952,9,239,0
17294,1024,7,286,0
24960,1165,10,269,0
9242,892,7,322,0
24144,817,7,330,0
32941,1054,11,276,0
26845,722,8,289,0
25305,1219,13,270,0
7481,767,12,391,0
11589,1043,9,230,0
32385,956,10,497,0
37429,1020,9,475,0
11246,707,8,347,0
4547,1014,11,470,0
14989,930,13,312,0
37645,1024,11,273,0
17555,984,10,501,0
36420,1043,8,413,0
23402,687,10,373,0
21444,819,9,316,0
31493,1218,17,427,0
11898,804,8,302,0
6976,1039,9,369,0
16102,1526,12,433,0
32844,881,10,268,0
23337,977,8,400,0
5175,826,9,451,0
2653,1010,10,286,0
33836,625,10,328,0
31110,995,12,343,0
2151,771,11,459,0
25605,746,8,323,0
1966,921,11,288,0
31529,1123,10,287,0
1723,795,9,418,0
15338,1042,12,435,0
31620,1753,14,486,0
1712,772,11,376,0
29557,875,9,329,0
24012,737,7,303,0
23353,927,11,340,0
14010,979,8,424,0
56,970,9,486,0
8521,722,8,343,0
22877,922,9,372,0
17557,984,7,256,0
14648,792,11,272,0
11029,943,11,244,0
17458,1160,10,489,0
21878,1046,10,297,0
22363,1169,10,279,0
5410,1161,8,440,0
12134,928,10,317,0
10194,729,9,404,0
11766,955,11,479,0
28010,1213,12,470,0
773,1066,12,509,0
36243,1057,10,356,0
25646,994,9,466,0
17075,745,9,369,0
29995,916,9,350,0
22874,1328,13,296,0
27488,901,9,233,0
12994,1090,10,343,0
32288,1190,11,265,0
29247,1341,12,274,0
28363,920,9,420,0
22657,1112,12,441,0
17123,852,10,366,0
21767,885,12,430,0
17724,1098,10,395,0
28580,1296,10,439,0
6526,721,9,400,0
4441,1326,15,385,0
23920,1185,12,333,0
2981,813,9,406,0
18651,1154,8,227,0
4937,892,12,236,0
6679,1243,12,372,0
31462,1047,9,266,0
2528,831,7,357,0
32611,947,7,402,0
21069,1152,10,396,0
5912,1027,8,381,0
8479,807,8,399,0
20042,1037,9,435,0
18443,1235,11,275,0
24295,883,11,257,0
17855,988,14,259,0
8043,1185,10,386,0
34537,1069,10,266,0
30698,993,12,290,0
7186,820,10,298,0
534,759,8,325,0
21408,954,9,486,0
32885,1228,10,354,0
108,868,9,227,0
38935,1069,13,289,0
1143,1114,7,261,0
27138,840,8,305,0
31155,1078,13,324,0
12674,1024,9,418,0
11506,1195,12,271,0
30656,928,11,254,0
37311,737,10,452,0
38482,700,8,347,0
11851,1006,9,438,0
